Original_URL,Target_URL,Price_Per_Night,Status
https://www.airbnb.com/rooms/2719440,https://www.airbnb.com/rooms/2719440?check_in=2027-02-01&check_out=2027-02-06&guests=1&adults=1,Unavailable/Booked,No Availability
https://www.airbnb.com/rooms/2721397,https://www.airbnb.com/rooms/2721397?check_in=2027-02-01&check_out=2027-02-06&guests=1&adults=1,Unavailable/Booked,No Availability
https://www.airbnb.com/rooms/2726092,https://www.airbnb.com/rooms/2726092?check_in=2027-02-01&check_out=2027-02-06&guests=1&adults=1,Unavailable/Booked,No Availability
https://www.airbnb.com/rooms/2726327,https://www.airbnb.com/rooms/2726327?check_in=2027-02-01&check_out=2027-02-06&guests=1&adults=1,Unavailable/Booked,No Availability
